Champion Rank by counts:
         champion      count
9            Bard  0.080083  0.039163     2.044857
67           Nami  0.052587  0.026539     1.981510
11          Brand  0.173950  0.088565     1.964094
13        Caitlyn  0.145704  0.080615     1.807394
69       Nautilus  0.073720  0.042326     1.741733
102      Tristana  0.166405  0.100539     1.655133
93           Sona  0.071254  0.043452     1.639821
24         Ezreal  0.156230  0.098085     1.592805
121         Yasuo  0.158402  0.101611     1.558911
42           Jinx  0.139694  0.092033     1.517877
58           Lulu  0.068468  0.045250     1.513127
60       Malphite  0.109235  0.072936     1.497686
59            Lux  0.125732  0.089790     1.400290
40            Jax  0.127117  0.096181     1.321650
97     Tahm Kench  0.073731  0.057396     1.284602
87           Shen  0.065951  0.056852     1.160054
82          Riven  0.112952  0.098452     1.147275
124           Zed  0.147757  0.129720     1.139047
80       Renekton  0.095072  0.085129     1.116799
6           Annie  0.101365  0.092297     1.098247
1            Ahri  0.105459  0.100081     1.053735
63      Master Yi  0.124221  0.118300     1.050047
105  Twisted Fate  0.096318  0.094164     1.022875
19      Dr. Mundo  0.081295  0.081595     0.996327
81         Rengar  0.121770  0.122539     0.993723
27           Fizz  0.130144  0.133501     0.974856
120      Xin Zhao  0.088501  0.091675     0.965375
36         Illaoi  0.065832  0.069034     0.953609
17         Darius  0.087033  0.091852     0.947538
99          Taric  0.027012  0.029165     0.926166
21           Ekko  0.093202  0.100692     0.925621
103       Trundle  0.067554  0.073423     0.920066
68          Nasus  0.068956  0.075060     0.918677
33         Graves  0.086336  0.100750     0.856934
76          Poppy  0.073489  0.086346     0.851105
26          Fiora  0.082968  0.098735     0.840319
51        Kindred  0.083181  0.099360     0.837167
115      Vladimir  0.065374  0.078757     0.830075
78         Rammus  0.053511  0.067492     0.792846
7            Ashe  0.062001  0.079847     0.776491
104    Tryndamere  0.068979  0.090932     0.758577
31           Gnar  0.057245  0.076868     0.744724
4           Amumu  0.052374  0.070530     0.742574
37         Irelia  0.075406  0.103349     0.729626
43        Kalista  0.071427  0.101933     0.700724
53        LeBlanc  0.083029  0.120084     0.691423
77          Quinn  0.078754  0.115888     0.679573
113            Vi  0.063370  0.093718     0.676177
44          Karma  0.035269  0.053455     0.659798
18          Diana  0.072332  0.111487     0.648791
30          Garen  0.062719  0.099331     0.631411
29      Gangplank  0.057488  0.091071     0.631248
70        Nidalee  0.061997  0.098581     0.628899
107          Udyr  0.054134  0.086110     0.628658
118        Wukong  0.065315  0.104194     0.626859
100         Teemo  0.052992  0.090190     0.587555
116      Volibear  0.054973  0.093623     0.587176
91          Sivir  0.045125  0.077045     0.585697
20         Draven  0.057590  0.098645     0.583815
126        Zilean  0.025522  0.044626     0.571902
84           Ryze  0.048831  0.087098     0.560647
74        Orianna  0.044611  0.079806     0.558993
22          Elise  0.053020  0.095184     0.557034
75       Pantheon  0.063160  0.117326     0.538331
8            Azir  0.044510  0.082914     0.536814
61       Malzahar  0.050531  0.095782     0.527566
39      Jarvan IV  0.044798  0.085687     0.522812
15       Cho'Gath  0.046717  0.089611     0.521326
34        Hecarim  0.050228  0.099378     0.505431
86          Shaco  0.057725  0.114605     0.503693
127          Zyra  0.033574  0.069557     0.482684
48          Kayle  0.038845  0.083256     0.466579
16          Corki  0.048585  0.105240     0.461658
46       Kassadin  0.051902  0.113938     0.455531
112       Vel'Koz  0.039182  0.086087     0.455147
114        Viktor  0.044534  0.098048     0.454200
5          Anivia  0.042454  0.096377     0.440504
117       Warwick  0.037731  0.087024     0.433572
79        Rek'Sai  0.033088  0.078404     0.422016
123           Zac  0.029500  0.070328     0.419472
98          Talon  0.056386  0.136831     0.412082
35   Heimerdinger  0.028436  0.069465     0.409358
56      Lissandra  0.031061  0.076942     0.403693
73           Olaf  0.036990  0.094102     0.393082
88        Shyvana  0.035256  0.090227     0.390750
32         Gragas  0.024562  0.064474     0.380959
106        Twitch  0.041733  0.115091     0.362612
111        Veigar  0.035152  0.098549     0.356695
89         Singed  0.022412  0.063714     0.351757
49         Kennen  0.027051  0.078268     0.345623
47       Katarina  0.041506  0.123811     0.335237
72           Nunu  0.016590  0.052639     0.315166
109         Varus  0.030497  0.097489     0.312828
50        Kha'Zix  0.034069  0.113988     0.298883
90           Sion  0.019927  0.067140     0.296803
96         Syndra  0.031839  0.109103     0.291829
62         Maokai  0.017045  0.058552     0.291107
71       Nocturne  0.031758  0.111259     0.285439
25   Fiddlesticks  0.019681  0.069076     0.284918
23        Evelynn  0.031738  0.112072     0.283191
41          Jayce  0.027184  0.100396     0.270770
52        Kog'Maw  0.024578  0.097807     0.251291
95          Swain  0.024455  0.100722     0.242801
85        Sejuani  0.016440  0.068313     0.240651
83         Rumble  0.018950  0.081622     0.232167
2           Akali  0.031476  0.137101     0.229586
0          Aatrox  0.019671  0.086749     0.226756
119        Xerath  0.019623  0.096451     0.203448
125         Ziggs  0.017079  0.087036     0.196224
14     Cassiopeia  0.016655  0.098607     0.168903
45        Karthus  0.017103  0.103326     0.165530
28          Galio  0.010151  0.065192     0.155710
92        Skarner  0.009864  0.070110     0.140691
122        Yorick  0.007315  0.070066     0.104398
65    Mordekaiser  0.006876  0.081510     0.084355
108         Urgot  0.005731  0.081307     0.070487

-----------------------------------------------------------------------

Champion Rank by eigenvector centrality difference
         champion     eigen   eigen_t  eigen_diff
101        Thresh  0.229815  0.029053    0.200762
54        Lee Sin  0.291931  0.100247    0.191684
57         Lucian  0.275164  0.098494    0.176670
110         Vayne  0.264297  0.101080    0.163218
10     Blitzcrank  0.190315  0.037649    0.152667
64   Miss Fortune  0.221012  0.096509    0.124502
66        Morgana  0.136146  0.049060    0.087086
11          Brand  0.173950  0.088565    0.085385
55          Leona  0.104672  0.031234    0.073438
94         Soraka  0.082420  0.010750    0.071670
38          Janna  0.083486  0.014215    0.069271
102      Tristana  0.166405  0.100539    0.065866
13        Caitlyn  0.145704  0.080615    0.065088
12          Braum  0.082756  0.023332    0.059424
24         Ezreal  0.156230  0.098085    0.058145
3         Alistar  0.084991  0.027421    0.057570
121         Yasuo  0.158402  0.101611    0.056791
42           Jinx  0.139694  0.092033    0.047661
9            Bard  0.080083  0.039163    0.040920
60       Malphite  0.109235  0.072936    0.036299
59            Lux  0.125732  0.089790    0.035942
69       Nautilus  0.073720  0.042326    0.031394
40            Jax  0.127117  0.096181    0.030937
93           Sona  0.071254  0.043452    0.027802
67           Nami  0.052587  0.026539    0.026048
58           Lulu  0.068468  0.045250    0.023219
124           Zed  0.147757  0.129720    0.018037
97     Tahm Kench  0.073731  0.057396    0.016335
82          Riven  0.112952  0.098452    0.014500
80       Renekton  0.095072  0.085129    0.009943
87           Shen  0.065951  0.056852    0.009099
6           Annie  0.101365  0.092297    0.009068
63      Master Yi  0.124221  0.118300    0.005921
1            Ahri  0.105459  0.100081    0.005378
105  Twisted Fate  0.096318  0.094164    0.002154
19      Dr. Mundo  0.081295  0.081595   -0.000300
81         Rengar  0.121770  0.122539   -0.000769
99          Taric  0.027012  0.029165   -0.002153
120      Xin Zhao  0.088501  0.091675   -0.003174
36         Illaoi  0.065832  0.069034   -0.003203
27           Fizz  0.130144  0.133501   -0.003357
17         Darius  0.087033  0.091852   -0.004819
103       Trundle  0.067554  0.073423   -0.005869
68          Nasus  0.068956  0.075060   -0.006104
21           Ekko  0.093202  0.100692   -0.007489
76          Poppy  0.073489  0.086346   -0.012856
115      Vladimir  0.065374  0.078757   -0.013383
78         Rammus  0.053511  0.067492   -0.013981
33         Graves  0.086336  0.100750   -0.014414
26          Fiora  0.082968  0.098735   -0.015766
51        Kindred  0.083181  0.099360   -0.016179
7            Ashe  0.062001  0.079847   -0.017847
4           Amumu  0.052374  0.070530   -0.018156
44          Karma  0.035269  0.053455   -0.018185
126        Zilean  0.025522  0.044626   -0.019104
31           Gnar  0.057245  0.076868   -0.019622
104    Tryndamere  0.068979  0.090932   -0.021953
37         Irelia  0.075406  0.103349   -0.027943
113            Vi  0.063370  0.093718   -0.030348
43        Kalista  0.071427  0.101933   -0.030506
91          Sivir  0.045125  0.077045   -0.031920
107          Udyr  0.054134  0.086110   -0.031976
29      Gangplank  0.057488  0.091071   -0.033582
74        Orianna  0.044611  0.079806   -0.035195
127          Zyra  0.033574  0.069557   -0.035983
72           Nunu  0.016590  0.052639   -0.036049
70        Nidalee  0.061997  0.098581   -0.036584
30          Garen  0.062719  0.099331   -0.036612
53        LeBlanc  0.083029  0.120084   -0.037055
77          Quinn  0.078754  0.115888   -0.037134
100         Teemo  0.052992  0.090190   -0.037198
84           Ryze  0.048831  0.087098   -0.038267
8            Azir  0.044510  0.082914   -0.038405
116      Volibear  0.054973  0.093623   -0.038650
118        Wukong  0.065315  0.104194   -0.038879
18          Diana  0.072332  0.111487   -0.039155
32         Gragas  0.024562  0.064474   -0.039912
123           Zac  0.029500  0.070328   -0.040827
39      Jarvan IV  0.044798  0.085687   -0.040889
35   Heimerdinger  0.028436  0.069465   -0.041029
20         Draven  0.057590  0.098645   -0.041055
89         Singed  0.022412  0.063714   -0.041302
62         Maokai  0.017045  0.058552   -0.041507
22          Elise  0.053020  0.095184   -0.042163
15       Cho'Gath  0.046717  0.089611   -0.042895
48          Kayle  0.038845  0.083256   -0.044410
61       Malzahar  0.050531  0.095782   -0.045251
79        Rek'Sai  0.033088  0.078404   -0.045316
56      Lissandra  0.031061  0.076942   -0.045881
112       Vel'Koz  0.039182  0.086087   -0.046905
90           Sion  0.019927  0.067140   -0.047212
34        Hecarim  0.050228  0.099378   -0.049149
117       Warwick  0.037731  0.087024   -0.049293
25   Fiddlesticks  0.019681  0.069076   -0.049395
49         Kennen  0.027051  0.078268   -0.051217
85        Sejuani  0.016440  0.068313   -0.051873
114        Viktor  0.044534  0.098048   -0.053515
5          Anivia  0.042454  0.096377   -0.053922
75       Pantheon  0.063160  0.117326   -0.054166
88        Shyvana  0.035256  0.090227   -0.054971
28          Galio  0.010151  0.065192   -0.055041
16          Corki  0.048585  0.105240   -0.056655
86          Shaco  0.057725  0.114605   -0.056879
73           Olaf  0.036990  0.094102   -0.057112
92        Skarner  0.009864  0.070110   -0.060246
46       Kassadin  0.051902  0.113938   -0.062036
83         Rumble  0.018950  0.081622   -0.062672
122        Yorick  0.007315  0.070066   -0.062751
111        Veigar  0.035152  0.098549   -0.063397
109         Varus  0.030497  0.097489   -0.066992
0          Aatrox  0.019671  0.086749   -0.067078
125         Ziggs  0.017079  0.087036   -0.069958
41          Jayce  0.027184  0.100396   -0.073211
52        Kog'Maw  0.024578  0.097807   -0.073229
106        Twitch  0.041733  0.115091   -0.073357
65    Mordekaiser  0.006876  0.081510   -0.074634
108         Urgot  0.005731  0.081307   -0.075576
95          Swain  0.024455  0.100722   -0.076267
119        Xerath  0.019623  0.096451   -0.076828
96         Syndra  0.031839  0.109103   -0.077263
71       Nocturne  0.031758  0.111259   -0.079502
50        Kha'Zix  0.034069  0.113988   -0.079919
23        Evelynn  0.031738  0.112072   -0.080334
98          Talon  0.056386  0.136831   -0.080446
14     Cassiopeia  0.016655  0.098607   -0.081952
47       Katarina  0.041506  0.123811   -0.082305
45        Karthus  0.017103  0.103326   -0.086222
2           Akali  0.031476  0.137101   -0.105624

--------------------------------------------------------------

Champion Rank by PageRank
         champion  pagerank
27           Fizz  0.011919
2           Akali  0.011819
98          Talon  0.011610
124           Zed  0.011352
47       Katarina  0.010745
63      Master Yi  0.010699
53        LeBlanc  0.010679
81         Rengar  0.010538
75       Pantheon  0.010434
46       Kassadin  0.010103
77          Quinn  0.010019
18          Diana  0.009965
86          Shaco  0.009869
96         Syndra  0.009810
50        Kha'Zix  0.009786
23        Evelynn  0.009666
106        Twitch  0.009544
71       Nocturne  0.009533
121         Yasuo  0.009509
37         Irelia  0.009479
54        Lee Sin  0.009346
14     Cassiopeia  0.009309
118        Wukong  0.009290
21           Ekko  0.009269
26          Fiora  0.009258
45        Karthus  0.009256
82          Riven  0.009223
41          Jayce  0.009200
30          Garen  0.009187
1            Ahri  0.009143
95          Swain  0.009080
111        Veigar  0.009080
51        Kindred  0.009062
40            Jax  0.009054
114        Viktor  0.009021
17         Darius  0.008946
70        Nidalee  0.008920
34        Hecarim  0.008899
61       Malzahar  0.008887
16          Corki  0.008879
110         Vayne  0.008877
5          Anivia  0.008862
73           Olaf  0.008852
119        Xerath  0.008809
33         Graves  0.008768
116      Volibear  0.008712
52        Kog'Maw  0.008646
104    Tryndamere  0.008642
43        Kalista  0.008618
22          Elise  0.008611
105  Twisted Fate  0.008571
120      Xin Zhao  0.008532
102      Tristana  0.008513
100         Teemo  0.008497
109         Varus  0.008485
57         Lucian  0.008473
113            Vi  0.008455
64   Miss Fortune  0.008453
15       Cho'Gath  0.008427
24         Ezreal  0.008412
20         Draven  0.008387
29      Gangplank  0.008386
0          Aatrox  0.008380
6           Annie  0.008338
59            Lux  0.008326
88        Shyvana  0.008311
84           Ryze  0.008272
11          Brand  0.008263
42           Jinx  0.008147
125         Ziggs  0.008120
80       Renekton  0.008053
117       Warwick  0.008039
107          Udyr  0.007981
76          Poppy  0.007955
112       Vel'Koz  0.007890
39      Jarvan IV  0.007862
8            Azir  0.007837
83         Rumble  0.007806
19      Dr. Mundo  0.007792
65    Mordekaiser  0.007749
48          Kayle  0.007735
115      Vladimir  0.007641
74        Orianna  0.007544
31           Gnar  0.007510
108         Urgot  0.007435
68          Nasus  0.007363
49         Kennen  0.007334
13        Caitlyn  0.007198
7            Ashe  0.007192
79        Rek'Sai  0.007188
103       Trundle  0.007146
56      Lissandra  0.007104
35   Heimerdinger  0.006966
122        Yorick  0.006960
36         Illaoi  0.006925
91          Sivir  0.006901
60       Malphite  0.006871
4           Amumu  0.006755
92        Skarner  0.006663
123           Zac  0.006639
85        Sejuani  0.006607
90           Sion  0.006562
25   Fiddlesticks  0.006506
28          Galio  0.006459
127          Zyra  0.006420
89         Singed  0.006365
32         Gragas  0.006203
78         Rammus  0.006180
97     Tahm Kench  0.005804
62         Maokai  0.005796
87           Shen  0.005660
44          Karma  0.005306
72           Nunu  0.005300
66        Morgana  0.004904
58           Lulu  0.004697
126        Zilean  0.004574
93           Sona  0.004362
69       Nautilus  0.004361
9            Bard  0.004009
10     Blitzcrank  0.003972
55          Leona  0.003456
99          Taric  0.003322
101        Thresh  0.003276
3         Alistar  0.003182
67           Nami  0.003104
12          Braum  0.002885
38          Janna  0.002173
94         Soraka  0.001985

-------------------------------------------------

Champion Rank by HITS
         champion       hub
54        Lee Sin  0.034077
57         Lucian  0.029830
110         Vayne  0.028309
101        Thresh  0.024401
64   Miss Fortune  0.024165
10     Blitzcrank  0.020528
11          Brand  0.020024
121         Yasuo  0.019053
102      Tristana  0.017558
124           Zed  0.017053
24         Ezreal  0.016906
13        Caitlyn  0.015626
27           Fizz  0.015250
66        Morgana  0.014936
42           Jinx  0.014918
59            Lux  0.014869
40            Jax  0.014685
63      Master Yi  0.014034
81         Rengar  0.013818
82          Riven  0.012893
1            Ahri  0.012548
60       Malphite  0.012468
6           Annie  0.011779
105  Twisted Fate  0.011353
55          Leona  0.011061
80       Renekton  0.010727
21           Ekko  0.010663
17         Darius  0.010007
120      Xin Zhao  0.009939
53        LeBlanc  0.009527
51        Kindred  0.009413
26          Fiora  0.009398
33         Graves  0.009360
19      Dr. Mundo  0.009071
3         Alistar  0.008966
38          Janna  0.008876
94         Soraka  0.008868
12          Braum  0.008808
77          Quinn  0.008765
37         Irelia  0.008593
9            Bard  0.008529
18          Diana  0.008344
76          Poppy  0.008328
97     Tahm Kench  0.008053
68          Nasus  0.007957
69       Nautilus  0.007943
104    Tryndamere  0.007879
115      Vladimir  0.007640
93           Sona  0.007614
58           Lulu  0.007607
103       Trundle  0.007495
36         Illaoi  0.007494
43        Kalista  0.007401
87           Shen  0.007329
118        Wukong  0.007305
75       Pantheon  0.007210
113            Vi  0.007111
30          Garen  0.006997
70        Nidalee  0.006980
29      Gangplank  0.006632
7            Ashe  0.006620
31           Gnar  0.006537
86          Shaco  0.006416
98          Talon  0.006360
100         Teemo  0.006284
116      Volibear  0.006100
107          Udyr  0.006067
20         Draven  0.006011
4           Amumu  0.006000
61       Malzahar  0.005959
78         Rammus  0.005908
22          Elise  0.005904
46       Kassadin  0.005893
84           Ryze  0.005707
34        Hecarim  0.005660
67           Nami  0.005619
15       Cho'Gath  0.005276
114        Viktor  0.005243
74        Orianna  0.005208
8            Azir  0.005192
16          Corki  0.005099
39      Jarvan IV  0.005036
5          Anivia  0.004919
47       Katarina  0.004808
91          Sivir  0.004750
48          Kayle  0.004477
106        Twitch  0.004409
112       Vel'Koz  0.004368
117       Warwick  0.004283
111        Veigar  0.004204
73           Olaf  0.004192
88        Shyvana  0.003894
44          Karma  0.003883
50        Kha'Zix  0.003726
96         Syndra  0.003670
79        Rek'Sai  0.003652
127          Zyra  0.003636
2           Akali  0.003603
56      Lissandra  0.003554
23        Evelynn  0.003506
71       Nocturne  0.003478
35   Heimerdinger  0.003442
109         Varus  0.003297
123           Zac  0.003226
41          Jayce  0.003129
49         Kennen  0.003120
99          Taric  0.002930
95          Swain  0.002860
126        Zilean  0.002755
32         Gragas  0.002692
52        Kog'Maw  0.002643
89         Singed  0.002553
119        Xerath  0.002300
0          Aatrox  0.002249
90           Sion  0.002225
25   Fiddlesticks  0.002225
83         Rumble  0.002194
45        Karthus  0.002012
125         Ziggs  0.002001
14     Cassiopeia  0.001962
62         Maokai  0.001919
72           Nunu  0.001849
85        Sejuani  0.001832
28          Galio  0.001144
92        Skarner  0.001115
122        Yorick  0.000837
65    Mordekaiser  0.000785
108         Urgot  0.000628
         champion      auth
98          Talon  0.012690
2           Akali  0.012320
106        Twitch  0.012129
27           Fizz  0.011963
47       Katarina  0.011612
124           Zed  0.011596
81         Rengar  0.011561
43        Kalista  0.011035
77          Quinn  0.011020
53        LeBlanc  0.010948
16          Corki  0.010945
63      Master Yi  0.010853
86          Shaco  0.010758
50        Kha'Zix  0.010707
102      Tristana  0.010639
23        Evelynn  0.010602
75       Pantheon  0.010573
20         Draven  0.010485
71       Nocturne  0.010423
46       Kassadin  0.010365
24         Ezreal  0.010239
33         Graves  0.010116
110         Vayne  0.010110
18          Diana  0.010073
57         Lucian  0.010059
109         Varus  0.009901
64   Miss Fortune  0.009890
96         Syndra  0.009767
52        Kog'Maw  0.009664
42           Jinx  0.009496
118        Wukong  0.009447
45        Karthus  0.009367
51        Kindred  0.009268
70        Nidalee  0.009262
21           Ekko  0.009063
34        Hecarim  0.009008
114        Viktor  0.009004
1            Ahri  0.008989
37         Irelia  0.008938
95          Swain  0.008910
22          Elise  0.008885
41          Jayce  0.008830
119        Xerath  0.008822
111        Veigar  0.008817
14     Cassiopeia  0.008800
121         Yasuo  0.008750
105  Twisted Fate  0.008742
5          Anivia  0.008666
113            Vi  0.008633
6           Annie  0.008519
30          Garen  0.008484
61       Malzahar  0.008467
26          Fiora  0.008413
54        Lee Sin  0.008407
82          Riven  0.008390
116      Volibear  0.008357
40            Jax  0.008305
13        Caitlyn  0.008291
7            Ashe  0.008290
11          Brand  0.008235
120      Xin Zhao  0.008231
59            Lux  0.008213
112       Vel'Koz  0.008189
29      Gangplank  0.008139
88        Shyvana  0.008135
73           Olaf  0.008076
91          Sivir  0.008039
125         Ziggs  0.007861
15       Cho'Gath  0.007825
39      Jarvan IV  0.007813
100         Teemo  0.007797
117       Warwick  0.007775
107          Udyr  0.007767
76          Poppy  0.007755
104    Tryndamere  0.007740
17         Darius  0.007704
84           Ryze  0.007622
8            Azir  0.007519
108         Urgot  0.007509
48          Kayle  0.007461
0          Aatrox  0.007386
79        Rek'Sai  0.007352
83         Rumble  0.007206
65    Mordekaiser  0.007203
74        Orianna  0.007187
19      Dr. Mundo  0.007184
80       Renekton  0.007178
49         Kennen  0.007143
127          Zyra  0.006977
56      Lissandra  0.006846
115      Vladimir  0.006827
123           Zac  0.006541
60       Malphite  0.006532
31           Gnar  0.006498
4           Amumu  0.006463
25   Fiddlesticks  0.006445
103       Trundle  0.006397
92        Skarner  0.006340
68          Nasus  0.006262
78         Rammus  0.006239
85        Sejuani  0.006129
90           Sion  0.005966
32         Gragas  0.005961
35   Heimerdinger  0.005916
122        Yorick  0.005909
36         Illaoi  0.005815
28          Galio  0.005697
89         Singed  0.005445
62         Maokai  0.005238
97     Tahm Kench  0.005231
87           Shen  0.005120
44          Karma  0.005083
72           Nunu  0.004856
66        Morgana  0.004797
93           Sona  0.004456
126        Zilean  0.004444
58           Lulu  0.004203
69       Nautilus  0.004116
9            Bard  0.004049
10     Blitzcrank  0.003797
55          Leona  0.003226
101        Thresh  0.002926
99          Taric  0.002839
67           Nami  0.002773
3         Alistar  0.002754
12          Braum  0.002402
38          Janna  0.001501
94         Soraka  0.001080
