Champion Rank by counts:
         champion   count
112       Vel'Koz  0.039386
47       Katarina  0.038629
44          Karma  0.036324
117       Warwick  0.036216
48          Kayle  0.035366
127          Zyra  0.035291
88        Shyvana  0.034155
50        Kha'Zix  0.034109
73           Olaf  0.033807
79        Rek'Sai  0.033463
111        Veigar  0.031798
109         Varus  0.031700
23        Evelynn  0.031612
71       Nocturne  0.031345
123           Zac  0.030216
96         Syndra  0.029837
56      Lissandra  0.029131
2           Akali  0.028968
99          Taric  0.027964
126        Zilean  0.026857
52        Kog'Maw  0.025732
49         Kennen  0.025113
41          Jayce  0.024943
35   Heimerdinger  0.024863
32         Gragas  0.024665
95          Swain  0.022063
89         Singed  0.020183
25   Fiddlesticks  0.019010
90           Sion  0.018768
119        Xerath  0.018212
0          Aatrox  0.017874
83         Rumble  0.016729
72           Nunu  0.016457
85        Sejuani  0.016083
62         Maokai  0.016070
125         Ziggs  0.015714
45        Karthus  0.015698
14     Cassiopeia  0.015208
28          Galio  0.009964
92        Skarner  0.009573
122        Yorick  0.006500
65    Mordekaiser  0.006345
108         Urgot  0.005552

-------------------------------------------------------------------------

Champion Rank by eigenvector centrality ratio
         champion     eigen   eigen_t  eigen_ratio
94         Soraka  0.086841  0.011900     7.297653
38          Janna  0.090293  0.021174     4.264333
12          Braum  0.089594  0.025578     3.502756
3         Alistar  0.092081  0.031395     2.932938
101        Thresh  0.247360  0.086753     2.851297
55          Leona  0.113546  0.040736     2.787353
99          Taric  0.027964  0.010393     2.690499
67           Nami  0.056821  0.021400     2.655255
9            Bard  0.087640  0.037626     2.329216
10     Blitzcrank  0.202109  0.087401     2.312424
69       Nautilus  0.077070  0.038957     1.978355
93           Sona  0.076858  0.039109     1.965219
58           Lulu  0.069033  0.038792     1.779533
66        Morgana  0.142654  0.080362     1.775142
126        Zilean  0.026857  0.015866     1.692685
44          Karma  0.036324  0.021466     1.692199
36         Illaoi  0.060284  0.037814     1.594224
62         Maokai  0.016070  0.010521     1.527380
72           Nunu  0.016457  0.010830     1.519564
89         Singed  0.020183  0.013435     1.502244
97     Tahm Kench  0.075333  0.051175     1.472071
28          Galio  0.009964  0.006853     1.454106
127          Zyra  0.035291  0.024726     1.427244
25   Fiddlesticks  0.019010  0.013637     1.394028
122        Yorick  0.006500  0.004912     1.323265
65    Mordekaiser  0.006345  0.004799     1.322290
35   Heimerdinger  0.024863  0.018866     1.317845
32         Gragas  0.024665  0.018738     1.316297
87           Shen  0.063417  0.050239     1.262291
90           Sion  0.018768  0.015007     1.250580
7            Ashe  0.067342  0.054732     1.230396
8            Azir  0.041668  0.034549     1.206057
31           Gnar  0.050897  0.042355     1.201673
78         Rammus  0.052263  0.044637     1.170866
115      Vladimir  0.057205  0.048947     1.168700
4           Amumu  0.050543  0.043247     1.168698
108         Urgot  0.005552  0.004769     1.164033
11          Brand  0.172064  0.147950     1.162990
56      Lissandra  0.029131  0.025408     1.146558
17         Darius  0.077208  0.067368     1.146065
13        Caitlyn  0.159116  0.139129     1.143657
49         Kennen  0.025113  0.022195     1.131485
83         Rumble  0.016729  0.014987     1.116188
91          Sivir  0.049395  0.044695     1.105136
84           Ryze  0.044317  0.040653     1.090128
103       Trundle  0.065210  0.059831     1.089890
85        Sejuani  0.016083  0.014816     1.085526
68          Nasus  0.060063  0.055344     1.085255
52        Kog'Maw  0.025732  0.023938     1.074969
39      Jarvan IV  0.043693  0.040675     1.074211
92        Skarner  0.009573  0.008960     1.068483
80       Renekton  0.085309  0.080449     1.060419
100         Teemo  0.046853  0.044336     1.056773
120      Xin Zhao  0.085063  0.080746     1.053470
0          Aatrox  0.017874  0.016967     1.053430
40            Jax  0.116078  0.110695     1.048625
121         Yasuo  0.139911  0.133741     1.046140
6           Annie  0.096597  0.092649     1.042614
14     Cassiopeia  0.015208  0.014679     1.036029
48          Kayle  0.035366  0.034153     1.035538
74        Orianna  0.041870  0.040537     1.032887
45        Karthus  0.015698  0.015299     1.026050
76          Poppy  0.069611  0.067976     1.024051
19      Dr. Mundo  0.077301  0.075618     1.022252
42           Jinx  0.153063  0.150423     1.017550
112       Vel'Koz  0.039386  0.038819     1.014605
73           Olaf  0.033807  0.034048     0.992906
22          Elise  0.052211  0.052739     0.989987
51        Kindred  0.081403  0.082248     0.989722
21           Ekko  0.088452  0.090068     0.982055
82          Riven  0.100437  0.102489     0.979982
104    Tryndamere  0.061922  0.063303     0.978183
26          Fiora  0.074233  0.076639     0.968613
123           Zac  0.030216  0.031249     0.966929
79        Rek'Sai  0.033463  0.034651     0.965720
20         Draven  0.063626  0.066567     0.955820
117       Warwick  0.036216  0.037969     0.953842
60       Malphite  0.100291  0.105322     0.952230
54        Lee Sin  0.266263  0.283480     0.939266
70        Nidalee  0.060734  0.064954     0.935025
41          Jayce  0.024943  0.026712     0.933762
15       Cho'Gath  0.043017  0.046174     0.931645
125         Ziggs  0.015714  0.016960     0.926546
113            Vi  0.062363  0.067376     0.925586
105  Twisted Fate  0.089313  0.096573     0.924820
43        Kalista  0.080338  0.087079     0.922589
110         Vayne  0.278845  0.305472     0.912834
64   Miss Fortune  0.232469  0.255346     0.910406
107          Udyr  0.052062  0.057490     0.905580
109         Varus  0.031700  0.035009     0.905460
29      Gangplank  0.051144  0.056946     0.898119
61       Malzahar  0.045990  0.051902     0.886089
95          Swain  0.022063  0.024995     0.882696
111        Veigar  0.031798  0.036033     0.882451
37         Irelia  0.067446  0.076572     0.880825
88        Shyvana  0.034155  0.038905     0.877909
18          Diana  0.067579  0.077173     0.875678
59            Lux  0.118476  0.135427     0.874830
33         Graves  0.090952  0.104156     0.873232
116      Volibear  0.053441  0.061530     0.868536
77          Quinn  0.078648  0.090802     0.866146
1            Ahri  0.098033  0.114972     0.852673
34        Hecarim  0.047378  0.055607     0.852015
114        Viktor  0.041073  0.048212     0.851933
57         Lucian  0.284331  0.334871     0.849076
63      Master Yi  0.119177  0.141122     0.844499
96         Syndra  0.029837  0.035582     0.838526
30          Garen  0.056466  0.067588     0.835451
50        Kha'Zix  0.034109  0.040842     0.835153
16          Corki  0.052710  0.063216     0.833804
24         Ezreal  0.167283  0.201970     0.828254
75       Pantheon  0.058752  0.071896     0.817175
119        Xerath  0.018212  0.022543     0.807853
2           Akali  0.028968  0.036112     0.802171
118        Wukong  0.061917  0.077289     0.801104
23        Evelynn  0.031612  0.039657     0.797140
106        Twitch  0.045769  0.057889     0.790625
102      Tristana  0.181989  0.231427     0.786377
5          Anivia  0.040418  0.051755     0.780960
46       Kassadin  0.049737  0.064029     0.776795
71       Nocturne  0.031345  0.040805     0.768157
47       Katarina  0.038629  0.050666     0.762430
86          Shaco  0.057108  0.075527     0.756124
27           Fizz  0.121567  0.163430     0.743851
98          Talon  0.054580  0.073928     0.738284
81         Rengar  0.117442  0.161733     0.726145
124           Zed  0.139336  0.198167     0.703125
53        LeBlanc  0.079379  0.113158     0.701492

-----------------------------------------------------------------------

Champion Rank by eigenvector centrality difference
         champion     eigen   eigen_t  eigen_diff
101        Thresh  0.247360  0.086753    0.160606
10     Blitzcrank  0.202109  0.087401    0.114708
94         Soraka  0.086841  0.011900    0.074941
55          Leona  0.113546  0.040736    0.072810
38          Janna  0.090293  0.021174    0.069119
12          Braum  0.089594  0.025578    0.064016
66        Morgana  0.142654  0.080362    0.062292
3         Alistar  0.092081  0.031395    0.060686
9            Bard  0.087640  0.037626    0.050013
69       Nautilus  0.077070  0.038957    0.038113
93           Sona  0.076858  0.039109    0.037749
67           Nami  0.056821  0.021400    0.035422
58           Lulu  0.069033  0.038792    0.030240
97     Tahm Kench  0.075333  0.051175    0.024158
11          Brand  0.172064  0.147950    0.024114
36         Illaoi  0.060284  0.037814    0.022470
13        Caitlyn  0.159116  0.139129    0.019987
99          Taric  0.027964  0.010393    0.017570
44          Karma  0.036324  0.021466    0.014859
87           Shen  0.063417  0.050239    0.013177
7            Ashe  0.067342  0.054732    0.012610
126        Zilean  0.026857  0.015866    0.010990
127          Zyra  0.035291  0.024726    0.010564
17         Darius  0.077208  0.067368    0.009840
31           Gnar  0.050897  0.042355    0.008542
115      Vladimir  0.057205  0.048947    0.008257
78         Rammus  0.052263  0.044637    0.007627
4           Amumu  0.050543  0.043247    0.007296
8            Azir  0.041668  0.034549    0.007119
89         Singed  0.020183  0.013435    0.006748
121         Yasuo  0.139911  0.133741    0.006171
35   Heimerdinger  0.024863  0.018866    0.005997
32         Gragas  0.024665  0.018738    0.005927
72           Nunu  0.016457  0.010830    0.005627
62         Maokai  0.016070  0.010521    0.005549
40            Jax  0.116078  0.110695    0.005383
103       Trundle  0.065210  0.059831    0.005378
25   Fiddlesticks  0.019010  0.013637    0.005373
80       Renekton  0.085309  0.080449    0.004861
68          Nasus  0.060063  0.055344    0.004718
91          Sivir  0.049395  0.044695    0.004699
120      Xin Zhao  0.085063  0.080746    0.004318
6           Annie  0.096597  0.092649    0.003948
90           Sion  0.018768  0.015007    0.003761
56      Lissandra  0.029131  0.025408    0.003724
84           Ryze  0.044317  0.040653    0.003664
28          Galio  0.009964  0.006853    0.003112
39      Jarvan IV  0.043693  0.040675    0.003019
49         Kennen  0.025113  0.022195    0.002918
42           Jinx  0.153063  0.150423    0.002640
100         Teemo  0.046853  0.044336    0.002517
52        Kog'Maw  0.025732  0.023938    0.001795
83         Rumble  0.016729  0.014987    0.001741
19      Dr. Mundo  0.077301  0.075618    0.001683
76          Poppy  0.069611  0.067976    0.001635
122        Yorick  0.006500  0.004912    0.001588
65    Mordekaiser  0.006345  0.004799    0.001547
74        Orianna  0.041870  0.040537    0.001333
85        Sejuani  0.016083  0.014816    0.001267
48          Kayle  0.035366  0.034153    0.001214
0          Aatrox  0.017874  0.016967    0.000907
108         Urgot  0.005552  0.004769    0.000782
92        Skarner  0.009573  0.008960    0.000614
112       Vel'Koz  0.039386  0.038819    0.000567
14     Cassiopeia  0.015208  0.014679    0.000529
45        Karthus  0.015698  0.015299    0.000399
73           Olaf  0.033807  0.034048   -0.000242
22          Elise  0.052211  0.052739   -0.000528
51        Kindred  0.081403  0.082248   -0.000845
123           Zac  0.030216  0.031249   -0.001033
79        Rek'Sai  0.033463  0.034651   -0.001188
125         Ziggs  0.015714  0.016960   -0.001246
104    Tryndamere  0.061922  0.063303   -0.001381
21           Ekko  0.088452  0.090068   -0.001616
117       Warwick  0.036216  0.037969   -0.001753
41          Jayce  0.024943  0.026712   -0.001769
82          Riven  0.100437  0.102489   -0.002052
26          Fiora  0.074233  0.076639   -0.002405
95          Swain  0.022063  0.024995   -0.002932
20         Draven  0.063626  0.066567   -0.002941
15       Cho'Gath  0.043017  0.046174   -0.003156
109         Varus  0.031700  0.035009   -0.003310
70        Nidalee  0.060734  0.064954   -0.004220
111        Veigar  0.031798  0.036033   -0.004236
119        Xerath  0.018212  0.022543   -0.004332
88        Shyvana  0.034155  0.038905   -0.004750
113            Vi  0.062363  0.067376   -0.005014
60       Malphite  0.100291  0.105322   -0.005031
107          Udyr  0.052062  0.057490   -0.005428
96         Syndra  0.029837  0.035582   -0.005746
29      Gangplank  0.051144  0.056946   -0.005802
61       Malzahar  0.045990  0.051902   -0.005912
50        Kha'Zix  0.034109  0.040842   -0.006733
43        Kalista  0.080338  0.087079   -0.006741
114        Viktor  0.041073  0.048212   -0.007139
2           Akali  0.028968  0.036112   -0.007144
105  Twisted Fate  0.089313  0.096573   -0.007260
23        Evelynn  0.031612  0.039657   -0.008045
116      Volibear  0.053441  0.061530   -0.008089
34        Hecarim  0.047378  0.055607   -0.008229
37         Irelia  0.067446  0.076572   -0.009125
71       Nocturne  0.031345  0.040805   -0.009460
18          Diana  0.067579  0.077173   -0.009594
16          Corki  0.052710  0.063216   -0.010506
30          Garen  0.056466  0.067588   -0.011121
5          Anivia  0.040418  0.051755   -0.011336
47       Katarina  0.038629  0.050666   -0.012037
106        Twitch  0.045769  0.057889   -0.012121
77          Quinn  0.078648  0.090802   -0.012154
75       Pantheon  0.058752  0.071896   -0.013144
33         Graves  0.090952  0.104156   -0.013204
46       Kassadin  0.049737  0.064029   -0.014292
118        Wukong  0.061917  0.077289   -0.015373
1            Ahri  0.098033  0.114972   -0.016938
59            Lux  0.118476  0.135427   -0.016951
54        Lee Sin  0.266263  0.283480   -0.017217
86          Shaco  0.057108  0.075527   -0.018419
98          Talon  0.054580  0.073928   -0.019348
63      Master Yi  0.119177  0.141122   -0.021945
64   Miss Fortune  0.232469  0.255346   -0.022878
110         Vayne  0.278845  0.305472   -0.026627
53        LeBlanc  0.079379  0.113158   -0.033778
24         Ezreal  0.167283  0.201970   -0.034688
27           Fizz  0.121567  0.163430   -0.041862
81         Rengar  0.117442  0.161733   -0.044291
102      Tristana  0.181989  0.231427   -0.049438
57         Lucian  0.284331  0.334871   -0.050540
124           Zed  0.139336  0.198167   -0.058831

--------------------------------------------------------------

Champion Rank by PageRank
         champion  pagerank
54        Lee Sin  0.032931
57         Lucian  0.032606
110         Vayne  0.030830
64   Miss Fortune  0.025030
102      Tristana  0.021817
124           Zed  0.021572
24         Ezreal  0.019466
27           Fizz  0.018377
81         Rengar  0.016867
11          Brand  0.016499
63      Master Yi  0.015970
121         Yasuo  0.015838
42           Jinx  0.015224
59            Lux  0.015181
13        Caitlyn  0.013961
40            Jax  0.013469
1            Ahri  0.013242
53        LeBlanc  0.012832
82          Riven  0.012709
60       Malphite  0.012096
33         Graves  0.011041
105  Twisted Fate  0.010979
21           Ekko  0.010764
6           Annie  0.010512
80       Renekton  0.010326
77          Quinn  0.010095
26          Fiora  0.009953
120      Xin Zhao  0.009717
51        Kindred  0.009655
37         Irelia  0.009610
19      Dr. Mundo  0.009468
17         Darius  0.009238
10     Blitzcrank  0.009210
118        Wukong  0.009155
18          Diana  0.009146
101        Thresh  0.008975
66        Morgana  0.008943
43        Kalista  0.008882
75       Pantheon  0.008814
30          Garen  0.008789
86          Shaco  0.008543
98          Talon  0.008413
104    Tryndamere  0.008318
76          Poppy  0.008272
113            Vi  0.007957
70        Nidalee  0.007826
116      Volibear  0.007812
103       Trundle  0.007778
46       Kassadin  0.007757
68          Nasus  0.007574
29      Gangplank  0.007282
107          Udyr  0.007208
20         Draven  0.007076
34        Hecarim  0.006895
16          Corki  0.006875
61       Malzahar  0.006784
5          Anivia  0.006648
97     Tahm Kench  0.006620
115      Vladimir  0.006611
22          Elise  0.006588
87           Shen  0.006478
106        Twitch  0.006287
15       Cho'Gath  0.006281
47       Katarina  0.006261
7            Ashe  0.006234
114        Viktor  0.006190
100         Teemo  0.006068
31           Gnar  0.006061
4           Amumu  0.005681
84           Ryze  0.005657
36         Illaoi  0.005567
78         Rammus  0.005563
74        Orianna  0.005462
39      Jarvan IV  0.005319
91          Sivir  0.005264
88        Shyvana  0.005259
50        Kha'Zix  0.005237
71       Nocturne  0.005161
117       Warwick  0.005154
58           Lulu  0.005104
112       Vel'Koz  0.005073
23        Evelynn  0.005060
73           Olaf  0.005006
111        Veigar  0.004980
69       Nautilus  0.004915
2           Akali  0.004910
96         Syndra  0.004886
8            Azir  0.004844
55          Leona  0.004837
48          Kayle  0.004806
93           Sona  0.004741
79        Rek'Sai  0.004633
9            Bard  0.004532
109         Varus  0.004451
123           Zac  0.004340
41          Jayce  0.004071
3         Alistar  0.004059
95          Swain  0.003839
56      Lissandra  0.003811
127          Zyra  0.003513
119        Xerath  0.003496
52        Kog'Maw  0.003493
12          Braum  0.003492
49         Kennen  0.003481
35   Heimerdinger  0.003320
44          Karma  0.003317
0          Aatrox  0.003092
32         Gragas  0.003080
67           Nami  0.003079
38          Janna  0.003005
125         Ziggs  0.002963
83         Rumble  0.002837
90           Sion  0.002797
14     Cassiopeia  0.002774
45        Karthus  0.002758
85        Sejuani  0.002738
126        Zilean  0.002692
89         Singed  0.002687
25   Fiddlesticks  0.002540
94         Soraka  0.002299
62         Maokai  0.002294
72           Nunu  0.002286
99          Taric  0.002164
92        Skarner  0.002101
28          Galio  0.001912
122        Yorick  0.001730
65    Mordekaiser  0.001692
108         Urgot  0.001661

-------------------------------------------------

Champion Rank by HITS
         champion       hub
57         Lucian  0.031927
110         Vayne  0.031484
54        Lee Sin  0.030231
101        Thresh  0.028405
64   Miss Fortune  0.026585
10     Blitzcrank  0.023031
102      Tristana  0.020419
11          Brand  0.019689
24         Ezreal  0.019087
13        Caitlyn  0.018307
42           Jinx  0.017521
66        Morgana  0.016261
121         Yasuo  0.015931
124           Zed  0.015794
27           Fizz  0.013785
59            Lux  0.013528
63      Master Yi  0.013419
81         Rengar  0.013230
40            Jax  0.013037
55          Leona  0.012796
82          Riven  0.011338
1            Ahri  0.011281
60       Malphite  0.011265
6           Annie  0.010927
3         Alistar  0.010423
33         Graves  0.010308
38          Janna  0.010302
105  Twisted Fate  0.010233
12          Braum  0.010096
21           Ekko  0.010072
9            Bard  0.009932
94         Soraka  0.009776
120      Xin Zhao  0.009610
80       Renekton  0.009601
51        Kindred  0.009195
43        Kalista  0.009191
53        LeBlanc  0.008961
77          Quinn  0.008896
19      Dr. Mundo  0.008727
69       Nautilus  0.008727
17         Darius  0.008719
93           Sona  0.008694
97     Tahm Kench  0.008517
26          Fiora  0.008374
76          Poppy  0.007876
58           Lulu  0.007868
18          Diana  0.007690
7            Ashe  0.007677
37         Irelia  0.007535
103       Trundle  0.007410
20         Draven  0.007192
87           Shen  0.007181
113            Vi  0.007063
118        Wukong  0.006986
70        Nidalee  0.006902
104    Tryndamere  0.006870
36         Illaoi  0.006809
68          Nasus  0.006736
75       Pantheon  0.006606
67           Nami  0.006467
115      Vladimir  0.006451
86          Shaco  0.006439
30          Garen  0.006346
98          Talon  0.006270
116      Volibear  0.006037
16          Corki  0.006009
78         Rammus  0.005906
107          Udyr  0.005893
22          Elise  0.005891
29      Gangplank  0.005831
31           Gnar  0.005740
4           Amumu  0.005714
46       Kassadin  0.005713
91          Sivir  0.005633
34        Hecarim  0.005331
100         Teemo  0.005251
61       Malzahar  0.005248
106        Twitch  0.005183
84           Ryze  0.005026
39      Jarvan IV  0.004947
15       Cho'Gath  0.004868
74        Orianna  0.004818
8            Azir  0.004775
114        Viktor  0.004693
5          Anivia  0.004625
112       Vel'Koz  0.004497
47       Katarina  0.004395
44          Karma  0.004157
117       Warwick  0.004096
127          Zyra  0.004005
48          Kayle  0.003999
50        Kha'Zix  0.003900
88        Shyvana  0.003879
73           Olaf  0.003818
79        Rek'Sai  0.003798
111        Veigar  0.003624
109         Varus  0.003595
23        Evelynn  0.003587
71       Nocturne  0.003555
123           Zac  0.003442
96         Syndra  0.003413
56      Lissandra  0.003333
2           Akali  0.003257
99          Taric  0.003151
126        Zilean  0.003048
52        Kog'Maw  0.002913
41          Jayce  0.002827
49         Kennen  0.002825
35   Heimerdinger  0.002822
32         Gragas  0.002802
95          Swain  0.002509
89         Singed  0.002277
25   Fiddlesticks  0.002128
90           Sion  0.002118
119        Xerath  0.002086
0          Aatrox  0.002011
83         Rumble  0.001881
72           Nunu  0.001861
85        Sejuani  0.001826
62         Maokai  0.001811
125         Ziggs  0.001803
45        Karthus  0.001793
14     Cassiopeia  0.001721
28          Galio  0.001141
92        Skarner  0.001084
122        Yorick  0.000733
65    Mordekaiser  0.000718
108         Urgot  0.000621
         champion      auth
57         Lucian  0.041681
110         Vayne  0.037859
54        Lee Sin  0.033530
64   Miss Fortune  0.031446
102      Tristana  0.028415
24         Ezreal  0.024641
124           Zed  0.022927
27           Fizz  0.019227
81         Rengar  0.018729
42           Jinx  0.018574
11          Brand  0.017878
13        Caitlyn  0.016928
63      Master Yi  0.016854
59            Lux  0.016174
121         Yasuo  0.015678
1            Ahri  0.013550
53        LeBlanc  0.013337
40            Jax  0.013054
33         Graves  0.012695
60       Malphite  0.012288
82          Riven  0.012022
105  Twisted Fate  0.011426
6           Annie  0.010882
43        Kalista  0.010758
77          Quinn  0.010729
21           Ekko  0.010707
10     Blitzcrank  0.010451
101        Thresh  0.010155
51        Kindred  0.009836
66        Morgana  0.009689
120      Xin Zhao  0.009524
80       Renekton  0.009430
26          Fiora  0.009071
118        Wukong  0.009036
18          Diana  0.009030
19      Dr. Mundo  0.009022
37         Irelia  0.008970
86          Shaco  0.008728
75       Pantheon  0.008542
98          Talon  0.008497
20         Draven  0.008134
17         Darius  0.008104
30          Garen  0.007957
76          Poppy  0.007913
113            Vi  0.007838
70        Nidalee  0.007752
16          Corki  0.007649
46       Kassadin  0.007512
104    Tryndamere  0.007459
116      Volibear  0.007338
103       Trundle  0.007066
106        Twitch  0.006997
107          Udyr  0.006772
7            Ashe  0.006753
29      Gangplank  0.006749
68          Nasus  0.006519
34        Hecarim  0.006495
22          Elise  0.006282
97     Tahm Kench  0.006175
61       Malzahar  0.006153
5          Anivia  0.006144
47       Katarina  0.006023
87           Shen  0.005943
115      Vladimir  0.005794
114        Viktor  0.005753
91          Sivir  0.005518
15       Cho'Gath  0.005494
100         Teemo  0.005226
4           Amumu  0.005168
78         Rammus  0.005155
31           Gnar  0.005035
55          Leona  0.004929
84           Ryze  0.004824
74        Orianna  0.004810
50        Kha'Zix  0.004797
93           Sona  0.004739
39      Jarvan IV  0.004726
71       Nocturne  0.004723
112       Vel'Koz  0.004684
69       Nautilus  0.004650
23        Evelynn  0.004643
58           Lulu  0.004602
88        Shyvana  0.004593
9            Bard  0.004495
36         Illaoi  0.004490
117       Warwick  0.004447
109         Varus  0.004275
111        Veigar  0.004260
2           Akali  0.004221
96         Syndra  0.004147
8            Azir  0.004133
79        Rek'Sai  0.004058
48          Kayle  0.004056
73           Olaf  0.004023
3         Alistar  0.003747
123           Zac  0.003692
41          Jayce  0.003144
12          Braum  0.003106
127          Zyra  0.003008
95          Swain  0.002944
56      Lissandra  0.002935
52        Kog'Maw  0.002928
119        Xerath  0.002663
49         Kennen  0.002641
67           Nami  0.002592
44          Karma  0.002581
38          Janna  0.002530
35   Heimerdinger  0.002243
32         Gragas  0.002204
125         Ziggs  0.002023
0          Aatrox  0.001994
126        Zilean  0.001930
45        Karthus  0.001806
83         Rumble  0.001801
90           Sion  0.001783
14     Cassiopeia  0.001767
85        Sejuani  0.001757
25   Fiddlesticks  0.001617
89         Singed  0.001583
94         Soraka  0.001459
72           Nunu  0.001288
62         Maokai  0.001247
99          Taric  0.001241
92        Skarner  0.001051
28          Galio  0.000809
122        Yorick  0.000575
65    Mordekaiser  0.000573
108         Urgot  0.000572
