Champion Rank by counts:
         champion   count
63      Master Yi  0.061266
118        Wukong  0.056477
113            Vi  0.056248
77          Quinn  0.056158
29      Gangplank  0.055009
39      Jarvan IV  0.052883
68          Nasus  0.052522
74        Orianna  0.052128
43        Kalista  0.050585
7            Ashe  0.050447
17         Darius  0.050444
31           Gnar  0.049828
123           Zac  0.049420
26          Fiora  0.048634
37         Irelia  0.048449
18          Diana  0.048230
115      Vladimir  0.048070
107          Udyr  0.046694
75       Pantheon  0.046379
5          Anivia  0.046314
34        Hecarim  0.046288
70        Nidalee  0.046174
44          Karma  0.045742
86          Shaco  0.044763
30          Garen  0.044709
61       Malzahar  0.044593
112       Vel'Koz  0.044229
22          Elise  0.043406
99          Taric  0.043204
91          Sivir  0.042501
16          Corki  0.041197
126        Zilean  0.040630
79        Rek'Sai  0.040502
46       Kassadin  0.040415
36         Illaoi  0.040217
104    Tryndamere  0.039125
15       Cho'Gath  0.038645
114        Viktor  0.038548
98          Talon  0.038388
117       Warwick  0.037592
20         Draven  0.037400
127          Zyra  0.036874
100         Teemo  0.034951
84           Ryze  0.034137
8            Azir  0.033099
48          Kayle  0.033081
88        Shyvana  0.031975
56      Lissandra  0.030703
23        Evelynn  0.030032
106        Twitch  0.029159
47       Katarina  0.029082
111        Veigar  0.028578
32         Gragas  0.028188
73           Olaf  0.026566
71       Nocturne  0.026273
85        Sejuani  0.025455
109         Varus  0.025212
96         Syndra  0.025053
90           Sion  0.023367
49         Kennen  0.022859
72           Nunu  0.022487
35   Heimerdinger  0.022164
119        Xerath  0.022113
50        Kha'Zix  0.022051
41          Jayce  0.021011
62         Maokai  0.020175
95          Swain  0.020074
89         Singed  0.019310
25   Fiddlesticks  0.018074
125         Ziggs  0.017610
83         Rumble  0.016242
2           Akali  0.015633
52        Kog'Maw  0.015584
45        Karthus  0.014396
0          Aatrox  0.014101
92        Skarner  0.012548
28          Galio  0.012458
14     Cassiopeia  0.011005
122        Yorick  0.005708
108         Urgot  0.004102
65    Mordekaiser  0.003952

-------------------------------------------------------------------------

Champion Rank by eigenvector centrality ratio
         champion     eigen   eigen_t  eigen_ratio
94         Soraka  0.140755  0.016630     8.463918
38          Janna  0.191850  0.027047     7.093150
12          Braum  0.141355  0.034861     4.054836
67           Nami  0.109734  0.028086     3.907055
3         Alistar  0.137088  0.037932     3.614014
99          Taric  0.043204  0.012688     3.404982
101        Thresh  0.366188  0.111528     3.283376
55          Leona  0.152718  0.050740     3.009801
10     Blitzcrank  0.267256  0.107709     2.481276
9            Bard  0.112504  0.046955     2.395972
69       Nautilus  0.106923  0.047106     2.269849
93           Sona  0.109902  0.050075     2.194747
58           Lulu  0.102492  0.046893     2.185678
66        Morgana  0.197386  0.095333     2.070485
126        Zilean  0.040630  0.020714     1.961418
44          Karma  0.045742  0.025045     1.826381
72           Nunu  0.022487  0.012439     1.807884
87           Shen  0.108155  0.063035     1.715795
78         Rammus  0.075198  0.046943     1.601915
62         Maokai  0.020175  0.013206     1.527727
97     Tahm Kench  0.089002  0.059804     1.488224
28          Galio  0.012458  0.008476     1.469835
123           Zac  0.049420  0.035058     1.409646
85        Sejuani  0.025455  0.018335     1.388282
4           Amumu  0.069769  0.051025     1.367351
89         Singed  0.019310  0.014158     1.363860
32         Gragas  0.028188  0.021003     1.342088
90           Sion  0.023367  0.017554     1.331189
127          Zyra  0.036874  0.028207     1.307285
39      Jarvan IV  0.052883  0.041127     1.285860
92        Skarner  0.012548  0.010041     1.249642
103       Trundle  0.081830  0.066212     1.235880
60       Malphite  0.144738  0.118656     1.219809
25   Fiddlesticks  0.018074  0.015229     1.186817
35   Heimerdinger  0.022164  0.019703     1.124896
122        Yorick  0.005708  0.005253     1.086631
74        Orianna  0.052128  0.048505     1.074708
79        Rek'Sai  0.040502  0.037926     1.067896
59            Lux  0.163160  0.153570     1.062451
56      Lissandra  0.030703  0.029472     1.041762
31           Gnar  0.049828  0.048397     1.029572
19      Dr. Mundo  0.083950  0.081710     1.027421
36         Illaoi  0.040217  0.039163     1.026919
112       Vel'Koz  0.044229  0.043586     1.014754
91          Sivir  0.042501  0.043179     0.984319
7            Ashe  0.050447  0.051568     0.978272
49         Kennen  0.022859  0.023975     0.953478
11          Brand  0.163847  0.172124     0.951910
117       Warwick  0.037592  0.040107     0.937302
83         Rumble  0.016242  0.017465     0.929977
76          Poppy  0.063208  0.067993     0.929624
68          Nasus  0.052522  0.056867     0.923592
116      Volibear  0.061889  0.069472     0.890853
108         Urgot  0.004102  0.004615     0.888803
6           Annie  0.084789  0.095773     0.885316
125         Ziggs  0.017610  0.019955     0.882470
119        Xerath  0.022113  0.025125     0.880132
54        Lee Sin  0.269323  0.313155     0.860029
80       Renekton  0.070282  0.082242     0.854578
115      Vladimir  0.048070  0.056338     0.853234
48          Kayle  0.033081  0.038782     0.852989
105  Twisted Fate  0.095172  0.113717     0.836925
0          Aatrox  0.014101  0.016994     0.829741
5          Anivia  0.046314  0.056302     0.822597
34        Hecarim  0.046288  0.056727     0.815982
107          Udyr  0.046694  0.057315     0.814687
95          Swain  0.020074  0.024732     0.811647
1            Ahri  0.104617  0.128981     0.811103
13        Caitlyn  0.107259  0.132278     0.810861
113            Vi  0.056248  0.069547     0.808776
64   Miss Fortune  0.195009  0.244885     0.796331
88        Shyvana  0.031975  0.040357     0.792310
100         Teemo  0.034951  0.044266     0.789570
24         Ezreal  0.144474  0.184224     0.784234
8            Azir  0.033099  0.042309     0.782298
120      Xin Zhao  0.062147  0.079523     0.781503
23        Evelynn  0.030032  0.038729     0.775437
65    Mordekaiser  0.003952  0.005104     0.774245
29      Gangplank  0.055009  0.071052     0.774219
61       Malzahar  0.044593  0.057840     0.770970
73           Olaf  0.026566  0.034671     0.766251
45        Karthus  0.014396  0.018823     0.764805
84           Ryze  0.034137  0.044712     0.763485
51        Kindred  0.062794  0.082340     0.762615
109         Varus  0.025212  0.033149     0.760565
118        Wukong  0.056477  0.076391     0.739312
22          Elise  0.043406  0.059664     0.727507
41          Jayce  0.021011  0.028987     0.724832
111        Veigar  0.028578  0.039797     0.718086
16          Corki  0.041197  0.057450     0.717088
96         Syndra  0.025053  0.034945     0.716931
42           Jinx  0.106093  0.148141     0.716163
57         Lucian  0.219929  0.309444     0.710723
21           Ekko  0.071163  0.100397     0.708823
104    Tryndamere  0.039125  0.055256     0.708059
33         Graves  0.068974  0.097456     0.707747
71       Nocturne  0.026273  0.037233     0.705635
15       Cho'Gath  0.038645  0.054788     0.705356
77          Quinn  0.056158  0.079924     0.702644
121         Yasuo  0.096748  0.137758     0.702303
114        Viktor  0.038548  0.055601     0.693289
14     Cassiopeia  0.011005  0.016200     0.679306
86          Shaco  0.044763  0.066279     0.675372
70        Nidalee  0.046174  0.068417     0.674890
52        Kog'Maw  0.015584  0.023222     0.671060
20         Draven  0.037400  0.056323     0.664030
17         Darius  0.050444  0.077763     0.648683
37         Irelia  0.048449  0.075943     0.637966
18          Diana  0.048230  0.076363     0.631589
26          Fiora  0.048634  0.077091     0.630863
98          Talon  0.038388  0.060953     0.629801
43        Kalista  0.050585  0.081339     0.621896
40            Jax  0.066775  0.108284     0.616670
102      Tristana  0.125367  0.206040     0.608459
75       Pantheon  0.046379  0.076662     0.604986
81         Rengar  0.082087  0.136615     0.600862
82          Riven  0.061391  0.103054     0.595721
106        Twitch  0.029159  0.048963     0.595544
30          Garen  0.044709  0.075406     0.592906
53        LeBlanc  0.065117  0.110608     0.588716
110         Vayne  0.167639  0.293263     0.571632
46       Kassadin  0.040415  0.071069     0.568675
124           Zed  0.091871  0.167994     0.546871
50        Kha'Zix  0.022051  0.040980     0.538083
47       Katarina  0.029082  0.055121     0.527600
27           Fizz  0.081070  0.154659     0.524187
2           Akali  0.015633  0.032186     0.485695
63      Master Yi  0.061266  0.135089     0.453520

-----------------------------------------------------------------------

Champion Rank by eigenvector centrality difference
         champion     eigen   eigen_t  eigen_diff
101        Thresh  0.366188  0.111528    0.254660
38          Janna  0.191850  0.027047    0.164803
10     Blitzcrank  0.267256  0.107709    0.159547
94         Soraka  0.140755  0.016630    0.124125
12          Braum  0.141355  0.034861    0.106494
66        Morgana  0.197386  0.095333    0.102053
55          Leona  0.152718  0.050740    0.101978
3         Alistar  0.137088  0.037932    0.099156
67           Nami  0.109734  0.028086    0.081648
9            Bard  0.112504  0.046955    0.065548
93           Sona  0.109902  0.050075    0.059827
69       Nautilus  0.106923  0.047106    0.059818
58           Lulu  0.102492  0.046893    0.055600
87           Shen  0.108155  0.063035    0.045120
99          Taric  0.043204  0.012688    0.030515
97     Tahm Kench  0.089002  0.059804    0.029198
78         Rammus  0.075198  0.046943    0.028256
60       Malphite  0.144738  0.118656    0.026082
44          Karma  0.045742  0.025045    0.020697
126        Zilean  0.040630  0.020714    0.019915
4           Amumu  0.069769  0.051025    0.018744
103       Trundle  0.081830  0.066212    0.015618
123           Zac  0.049420  0.035058    0.014361
39      Jarvan IV  0.052883  0.041127    0.011756
72           Nunu  0.022487  0.012439    0.010049
59            Lux  0.163160  0.153570    0.009591
127          Zyra  0.036874  0.028207    0.008667
32         Gragas  0.028188  0.021003    0.007185
85        Sejuani  0.025455  0.018335    0.007119
62         Maokai  0.020175  0.013206    0.006969
90           Sion  0.023367  0.017554    0.005814
89         Singed  0.019310  0.014158    0.005152
28          Galio  0.012458  0.008476    0.003982
74        Orianna  0.052128  0.048505    0.003624
25   Fiddlesticks  0.018074  0.015229    0.002845
79        Rek'Sai  0.040502  0.037926    0.002575
92        Skarner  0.012548  0.010041    0.002507
35   Heimerdinger  0.022164  0.019703    0.002461
19      Dr. Mundo  0.083950  0.081710    0.002241
31           Gnar  0.049828  0.048397    0.001431
56      Lissandra  0.030703  0.029472    0.001231
36         Illaoi  0.040217  0.039163    0.001054
112       Vel'Koz  0.044229  0.043586    0.000643
122        Yorick  0.005708  0.005253    0.000455
108         Urgot  0.004102  0.004615   -0.000513
91          Sivir  0.042501  0.043179   -0.000677
49         Kennen  0.022859  0.023975   -0.001115
7            Ashe  0.050447  0.051568   -0.001120
65    Mordekaiser  0.003952  0.005104   -0.001152
83         Rumble  0.016242  0.017465   -0.001223
125         Ziggs  0.017610  0.019955   -0.002345
117       Warwick  0.037592  0.040107   -0.002515
0          Aatrox  0.014101  0.016994   -0.002893
119        Xerath  0.022113  0.025125   -0.003012
68          Nasus  0.052522  0.056867   -0.004345
45        Karthus  0.014396  0.018823   -0.004427
95          Swain  0.020074  0.024732   -0.004658
76          Poppy  0.063208  0.067993   -0.004785
14     Cassiopeia  0.011005  0.016200   -0.005195
48          Kayle  0.033081  0.038782   -0.005701
116      Volibear  0.061889  0.069472   -0.007583
52        Kog'Maw  0.015584  0.023222   -0.007639
109         Varus  0.025212  0.033149   -0.007937
41          Jayce  0.021011  0.028987   -0.007976
73           Olaf  0.026566  0.034671   -0.008104
115      Vladimir  0.048070  0.056338   -0.008269
11          Brand  0.163847  0.172124   -0.008277
88        Shyvana  0.031975  0.040357   -0.008382
23        Evelynn  0.030032  0.038729   -0.008697
8            Azir  0.033099  0.042309   -0.009211
100         Teemo  0.034951  0.044266   -0.009315
96         Syndra  0.025053  0.034945   -0.009892
5          Anivia  0.046314  0.056302   -0.009988
34        Hecarim  0.046288  0.056727   -0.010439
84           Ryze  0.034137  0.044712   -0.010575
107          Udyr  0.046694  0.057315   -0.010621
71       Nocturne  0.026273  0.037233   -0.010960
6           Annie  0.084789  0.095773   -0.010984
111        Veigar  0.028578  0.039797   -0.011219
80       Renekton  0.070282  0.082242   -0.011960
61       Malzahar  0.044593  0.057840   -0.013247
113            Vi  0.056248  0.069547   -0.013299
29      Gangplank  0.055009  0.071052   -0.016042
104    Tryndamere  0.039125  0.055256   -0.016132
15       Cho'Gath  0.038645  0.054788   -0.016143
16          Corki  0.041197  0.057450   -0.016253
22          Elise  0.043406  0.059664   -0.016258
2           Akali  0.015633  0.032186   -0.016554
114        Viktor  0.038548  0.055601   -0.017053
120      Xin Zhao  0.062147  0.079523   -0.017376
105  Twisted Fate  0.095172  0.113717   -0.018544
20         Draven  0.037400  0.056323   -0.018923
50        Kha'Zix  0.022051  0.040980   -0.018929
51        Kindred  0.062794  0.082340   -0.019546
106        Twitch  0.029159  0.048963   -0.019803
118        Wukong  0.056477  0.076391   -0.019914
86          Shaco  0.044763  0.066279   -0.021516
70        Nidalee  0.046174  0.068417   -0.022243
98          Talon  0.038388  0.060953   -0.022565
77          Quinn  0.056158  0.079924   -0.023766
1            Ahri  0.104617  0.128981   -0.024364
13        Caitlyn  0.107259  0.132278   -0.025019
47       Katarina  0.029082  0.055121   -0.026039
17         Darius  0.050444  0.077763   -0.027320
37         Irelia  0.048449  0.075943   -0.027494
18          Diana  0.048230  0.076363   -0.028133
26          Fiora  0.048634  0.077091   -0.028457
33         Graves  0.068974  0.097456   -0.028482
21           Ekko  0.071163  0.100397   -0.029233
75       Pantheon  0.046379  0.076662   -0.030282
46       Kassadin  0.040415  0.071069   -0.030654
30          Garen  0.044709  0.075406   -0.030697
43        Kalista  0.050585  0.081339   -0.030755
24         Ezreal  0.144474  0.184224   -0.039749
121         Yasuo  0.096748  0.137758   -0.041010
40            Jax  0.066775  0.108284   -0.041508
82          Riven  0.061391  0.103054   -0.041662
42           Jinx  0.106093  0.148141   -0.042048
54        Lee Sin  0.269323  0.313155   -0.043833
53        LeBlanc  0.065117  0.110608   -0.045491
64   Miss Fortune  0.195009  0.244885   -0.049876
81         Rengar  0.082087  0.136615   -0.054528
27           Fizz  0.081070  0.154659   -0.073589
63      Master Yi  0.061266  0.135089   -0.073823
124           Zed  0.091871  0.167994   -0.076123
102      Tristana  0.125367  0.206040   -0.080673
57         Lucian  0.219929  0.309444   -0.089515
110         Vayne  0.167639  0.293263   -0.125625

--------------------------------------------------------------

Champion Rank by PageRank
         champion  pagerank
57         Lucian  0.033892
110         Vayne  0.032861
54        Lee Sin  0.032173
64   Miss Fortune  0.027670
102      Tristana  0.023309
24         Ezreal  0.020622
11          Brand  0.017594
42           Jinx  0.017441
124           Zed  0.017341
59            Lux  0.015812
27           Fizz  0.015702
13        Caitlyn  0.015701
63      Master Yi  0.014631
81         Rengar  0.014520
121         Yasuo  0.014102
1            Ahri  0.012968
60       Malphite  0.012359
101        Thresh  0.011896
40            Jax  0.011802
10     Blitzcrank  0.011795
105  Twisted Fate  0.011530
53        LeBlanc  0.011458
33         Graves  0.011353
82          Riven  0.010944
21           Ekko  0.010688
66        Morgana  0.010401
6           Annie  0.010365
51        Kindred  0.009378
43        Kalista  0.009311
77          Quinn  0.009196
120      Xin Zhao  0.009162
19      Dr. Mundo  0.009111
80       Renekton  0.008905
75       Pantheon  0.008552
118        Wukong  0.008518
30          Garen  0.008476
17         Darius  0.008465
26          Fiora  0.008413
18          Diana  0.008413
37         Irelia  0.008276
113            Vi  0.008055
116      Volibear  0.008041
70        Nidalee  0.007777
29      Gangplank  0.007727
86          Shaco  0.007720
46       Kassadin  0.007714
76          Poppy  0.007680
103       Trundle  0.007510
87           Shen  0.007149
16          Corki  0.007144
20         Draven  0.007122
97     Tahm Kench  0.007099
98          Talon  0.007007
22          Elise  0.006915
107          Udyr  0.006896
7            Ashe  0.006825
104    Tryndamere  0.006680
34        Hecarim  0.006648
61       Malzahar  0.006620
68          Nasus  0.006571
47       Katarina  0.006380
106        Twitch  0.006356
5          Anivia  0.006352
15       Cho'Gath  0.006347
115      Vladimir  0.006332
114        Viktor  0.006241
55          Leona  0.006185
4           Amumu  0.006169
93           Sona  0.006131
91          Sivir  0.005849
69       Nautilus  0.005766
9            Bard  0.005753
78         Rammus  0.005746
31           Gnar  0.005718
74        Orianna  0.005632
58           Lulu  0.005517
100         Teemo  0.005418
112       Vel'Koz  0.005318
84           Ryze  0.005228
39      Jarvan IV  0.005177
117       Warwick  0.005146
88        Shyvana  0.005130
50        Kha'Zix  0.005124
8            Azir  0.005073
111        Veigar  0.004975
36         Illaoi  0.004930
23        Evelynn  0.004923
79        Rek'Sai  0.004862
3         Alistar  0.004847
48          Kayle  0.004839
71       Nocturne  0.004834
109         Varus  0.004699
123           Zac  0.004559
73           Olaf  0.004505
12          Braum  0.004457
96         Syndra  0.004366
2           Akali  0.004258
41          Jayce  0.003889
127          Zyra  0.003873
56      Lissandra  0.003830
67           Nami  0.003828
52        Kog'Maw  0.003713
38          Janna  0.003710
44          Karma  0.003581
119        Xerath  0.003504
95          Swain  0.003487
49         Kennen  0.003436
32         Gragas  0.003201
126        Zilean  0.003167
125         Ziggs  0.003053
35   Heimerdinger  0.003038
85        Sejuani  0.002984
45        Karthus  0.002941
90           Sion  0.002854
94         Soraka  0.002844
0          Aatrox  0.002830
83         Rumble  0.002804
14     Cassiopeia  0.002696
25   Fiddlesticks  0.002650
89         Singed  0.002496
99          Taric  0.002433
62         Maokai  0.002431
72           Nunu  0.002405
92        Skarner  0.002181
28          Galio  0.001975
122        Yorick  0.001688
65    Mordekaiser  0.001686
108         Urgot  0.001642

-------------------------------------------------

Champion Rank by HITS
         champion       hub
101        Thresh  0.050444
10     Blitzcrank  0.036815
54        Lee Sin  0.032331
38          Janna  0.026406
66        Morgana  0.026240
11          Brand  0.020976
55          Leona  0.020791
59            Lux  0.019962
12          Braum  0.019559
94         Soraka  0.019067
3         Alistar  0.018464
60       Malphite  0.017590
57         Lucian  0.017211
64   Miss Fortune  0.015877
67           Nami  0.015042
9            Bard  0.014991
93           Sona  0.014818
69       Nautilus  0.014169
87           Shen  0.013414
58           Lulu  0.013381
110         Vayne  0.013373
24         Ezreal  0.012701
1            Ahri  0.012311
97     Tahm Kench  0.011520
105  Twisted Fate  0.011135
121         Yasuo  0.010955
124           Zed  0.010508
6           Annie  0.010506
103       Trundle  0.010098
102      Tristana  0.010028
19      Dr. Mundo  0.010022
81         Rengar  0.009537
27           Fizz  0.009420
78         Rammus  0.009046
13        Caitlyn  0.008661
21           Ekko  0.008496
42           Jinx  0.008466
4           Amumu  0.008333
80       Renekton  0.008294
40            Jax  0.007756
76          Poppy  0.007642
53        LeBlanc  0.007620
116      Volibear  0.007486
120      Xin Zhao  0.007286
82          Riven  0.007172
63      Master Yi  0.007071
51        Kindred  0.007007
118        Wukong  0.006707
113            Vi  0.006652
29      Gangplank  0.006415
39      Jarvan IV  0.006373
68          Nasus  0.006207
74        Orianna  0.006135
17         Darius  0.005989
33         Graves  0.005961
123           Zac  0.005958
44          Karma  0.005919
31           Gnar  0.005909
99          Taric  0.005760
115      Vladimir  0.005745
77          Quinn  0.005739
37         Irelia  0.005697
18          Diana  0.005688
26          Fiora  0.005669
112       Vel'Koz  0.005548
70        Nidalee  0.005538
107          Udyr  0.005505
34        Hecarim  0.005489
75       Pantheon  0.005480
5          Anivia  0.005474
126        Zilean  0.005355
61       Malzahar  0.005304
30          Garen  0.005289
86          Shaco  0.005228
22          Elise  0.005206
127          Zyra  0.004845
79        Rek'Sai  0.004809
36         Illaoi  0.004805
46       Kassadin  0.004702
15       Cho'Gath  0.004563
104    Tryndamere  0.004516
114        Viktor  0.004504
117       Warwick  0.004462
98          Talon  0.004386
7            Ashe  0.004149
100         Teemo  0.004136
84           Ryze  0.004036
48          Kayle  0.003966
8            Azir  0.003876
43        Kalista  0.003801
88        Shyvana  0.003764
56      Lissandra  0.003660
23        Evelynn  0.003563
16          Corki  0.003519
91          Sivir  0.003496
32         Gragas  0.003463
47       Katarina  0.003381
111        Veigar  0.003379
73           Olaf  0.003119
85        Sejuani  0.003108
71       Nocturne  0.003082
96         Syndra  0.002933
20         Draven  0.002928
90           Sion  0.002839
72           Nunu  0.002822
49         Kennen  0.002741
35   Heimerdinger  0.002630
119        Xerath  0.002598
50        Kha'Zix  0.002558
62         Maokai  0.002500
41          Jayce  0.002446
106        Twitch  0.002400
95          Swain  0.002374
89         Singed  0.002330
25   Fiddlesticks  0.002210
109         Varus  0.002194
125         Ziggs  0.002047
83         Rumble  0.001959
2           Akali  0.001821
45        Karthus  0.001728
0          Aatrox  0.001647
28          Galio  0.001513
92        Skarner  0.001507
52        Kog'Maw  0.001378
14     Cassiopeia  0.001311
122        Yorick  0.000696
108         Urgot  0.000444
65    Mordekaiser  0.000420
         champion      auth
57         Lucian  0.049054
110         Vayne  0.045616
64   Miss Fortune  0.037666
54        Lee Sin  0.034599
102      Tristana  0.031954
24         Ezreal  0.026606
42           Jinx  0.022739
13        Caitlyn  0.020093
124           Zed  0.018780
27           Fizz  0.017187
11          Brand  0.015953
59            Lux  0.015899
121         Yasuo  0.015710
81         Rengar  0.015161
63      Master Yi  0.015125
1            Ahri  0.014372
33         Graves  0.014252
43        Kalista  0.013932
105  Twisted Fate  0.012545
60       Malphite  0.012176
53        LeBlanc  0.012107
40            Jax  0.012011
82          Riven  0.011131
21           Ekko  0.010991
77          Quinn  0.010042
51        Kindred  0.009844
6           Annie  0.009711
20         Draven  0.009197
120      Xin Zhao  0.008932
80       Renekton  0.008924
19      Dr. Mundo  0.008876
18          Diana  0.008477
16          Corki  0.008426
26          Fiora  0.008415
17         Darius  0.008413
118        Wukong  0.008307
75       Pantheon  0.008295
37         Irelia  0.008247
30          Garen  0.008030
46       Kassadin  0.007851
7            Ashe  0.007818
29      Gangplank  0.007703
113            Vi  0.007682
66        Morgana  0.007616
70        Nidalee  0.007505
106        Twitch  0.007479
116      Volibear  0.007338
86          Shaco  0.007188
76          Poppy  0.007104
101        Thresh  0.007088
10     Blitzcrank  0.007007
98          Talon  0.006835
103       Trundle  0.006828
91          Sivir  0.006558
22          Elise  0.006553
107          Udyr  0.006381
61       Malzahar  0.006370
114        Viktor  0.006317
5          Anivia  0.006294
87           Shen  0.006246
34        Hecarim  0.006170
115      Vladimir  0.006135
68          Nasus  0.006110
104    Tryndamere  0.006092
47       Katarina  0.006087
15       Cho'Gath  0.005909
4           Amumu  0.005532
74        Orianna  0.005494
97     Tahm Kench  0.005392
31           Gnar  0.005216
78         Rammus  0.005100
84           Ryze  0.004924
109         Varus  0.004770
8            Azir  0.004751
100         Teemo  0.004691
50        Kha'Zix  0.004535
88        Shyvana  0.004479
39      Jarvan IV  0.004468
117       Warwick  0.004393
111        Veigar  0.004360
58           Lulu  0.004335
48          Kayle  0.004302
23        Evelynn  0.004264
79        Rek'Sai  0.004226
36         Illaoi  0.004135
112       Vel'Koz  0.004132
71       Nocturne  0.004120
96         Syndra  0.003950
73           Olaf  0.003809
69       Nautilus  0.003787
123           Zac  0.003759
2           Akali  0.003582
93           Sona  0.003355
52        Kog'Maw  0.003291
55          Leona  0.003259
56      Lissandra  0.003234
41          Jayce  0.003196
9            Bard  0.003134
95          Swain  0.002764
3         Alistar  0.002743
119        Xerath  0.002713
49         Kennen  0.002528
32         Gragas  0.002257
125         Ziggs  0.002224
12          Braum  0.002216
127          Zyra  0.002209
44          Karma  0.002186
35   Heimerdinger  0.002151
45        Karthus  0.002018
85        Sejuani  0.001952
83         Rumble  0.001875
0          Aatrox  0.001870
14     Cassiopeia  0.001825
90           Sion  0.001799
67           Nami  0.001799
38          Janna  0.001720
126        Zilean  0.001643
25   Fiddlesticks  0.001570
89         Singed  0.001500
62         Maokai  0.001349
72           Nunu  0.001305
92        Skarner  0.001104
94         Soraka  0.001085
99          Taric  0.000939
28          Galio  0.000876
65    Mordekaiser  0.000613
122        Yorick  0.000562
108         Urgot  0.000560
